[2022-12-31 21:54:02,399][__main__][INFO] - Processing female-4-casual_28.png...

[2022-12-31 21:54:04,449][__main__][INFO] - Processing female-1-casual_28.png...

[2022-12-31 21:54:04,526][__main__][INFO] - Processing female-3-casual_24.png...

[2022-12-31 21:54:04,594][__main__][INFO] - Processing female-4-sport_10.png...

[2022-12-31 21:54:04,660][__main__][INFO] - Processing female-4-casual_12.png...

[2022-12-31 21:54:04,733][__main__][INFO] - Processing female-3-casual_28.png...

[2022-12-31 21:54:04,801][__main__][INFO] - Processing female-1-casual_34.png...

[2022-12-31 21:54:04,868][__main__][INFO] - Processing female-4-sport_24.png...

[2022-12-31 21:54:04,933][__main__][INFO] - Processing female-4-casual_46.png...

[2022-12-31 21:54:04,998][__main__][INFO] - Processing female-1-casual_14.png...

[2022-12-31 21:54:05,064][__main__][INFO] - Processing female-3-casual_44.png...

[2022-12-31 21:54:05,143][__main__][INFO] - Processing female-3-casual_40.png...

[2022-12-31 21:54:05,214][__main__][INFO] - Processing female-1-casual_32.png...

[2022-12-31 21:54:05,281][__main__][INFO] - Processing female-3-casual_36.png...

[2022-12-31 21:54:05,359][__main__][INFO] - Processing female-1-casual_2.png...

[2022-12-31 21:54:05,426][__main__][INFO] - Processing female-3-sport_8.png...

[2022-12-31 21:54:05,497][__main__][INFO] - Processing female-4-sport_42.png...

[2022-12-31 21:54:05,572][__main__][INFO] - Processing female-4-sport_38.png...

[2022-12-31 21:54:05,641][__main__][INFO] - Processing female-4-sport_46.png...

[2022-12-31 21:54:05,714][__main__][INFO] - Processing female-3-sport_34.png...

[2022-12-31 21:54:05,787][__main__][INFO] - Processing female-4-casual_38.png...

[2022-12-31 21:54:05,866][__main__][INFO] - Processing female-4-sport_36.png...

[2022-12-31 21:54:05,938][__main__][INFO] - Processing female-4-casual_10.png...

[2022-12-31 21:54:06,005][__main__][INFO] - Processing female-4-casual_42.png...

[2022-12-31 21:54:06,071][__main__][INFO] - Processing female-3-sport_12.png...

[2022-12-31 21:54:06,133][__main__][INFO] - Processing female-3-sport_30.png...

[2022-12-31 21:54:06,196][__main__][INFO] - Processing female-3-casual_8.png...

[2022-12-31 21:54:06,260][__main__][INFO] - Processing female-1-casual_10.png...

[2022-12-31 21:54:06,334][__main__][INFO] - Processing female-3-sport_26.png...

[2022-12-31 21:54:06,408][__main__][INFO] - Processing female-1-casual_4.png...

[2022-12-31 21:54:06,483][__main__][INFO] - Processing female-3-sport_40.png...

[2022-12-31 21:54:06,545][__main__][INFO] - Processing female-4-casual_14.png...

[2022-12-31 21:54:06,614][__main__][INFO] - Processing female-3-sport_6.png...

[2022-12-31 21:54:06,682][__main__][INFO] - Processing female-1-casual_26.png...

[2022-12-31 21:54:06,746][__main__][INFO] - Processing female-1-casual_12.png...

[2022-12-31 21:54:06,815][__main__][INFO] - Processing female-1-casual_0.png...

[2022-12-31 21:54:06,888][__main__][INFO] - Processing female-4-sport_34.png...

[2022-12-31 21:54:06,959][__main__][INFO] - Processing female-4-casual_4.png...

[2022-12-31 21:54:07,030][__main__][INFO] - Processing female-4-casual_34.png...

[2022-12-31 21:54:07,102][__main__][INFO] - Processing female-4-casual_6.png...

[2022-12-31 21:54:07,176][__main__][INFO] - Processing female-1-casual_44.png...

[2022-12-31 21:54:07,252][__main__][INFO] - Processing female-4-sport_30.png...

[2022-12-31 21:54:07,327][__main__][INFO] - Processing female-3-casual_10.png...

[2022-12-31 21:54:07,399][__main__][INFO] - Processing female-3-sport_48.png...

[2022-12-31 21:54:07,473][__main__][INFO] - Processing female-1-casual_16.png...

[2022-12-31 21:54:07,546][__main__][INFO] - Processing female-4-casual_30.png...

[2022-12-31 21:54:07,614][__main__][INFO] - Processing female-4-sport_26.png...

[2022-12-31 21:54:07,686][__main__][INFO] - Processing female-3-casual_20.png...

[2022-12-31 21:54:07,757][__main__][INFO] - Processing female-1-casual_8.png...

[2022-12-31 21:54:07,832][__main__][INFO] - Processing female-4-sport_20.png...

[2022-12-31 21:54:07,901][__main__][INFO] - Processing female-4-casual_48.png...

[2022-12-31 21:54:07,976][__main__][INFO] - Processing female-4-casual_26.png...

[2022-12-31 21:54:08,046][__main__][INFO] - Processing female-3-sport_22.png...

[2022-12-31 21:54:08,113][__main__][INFO] - Processing female-4-sport_44.png...

[2022-12-31 21:54:08,181][__main__][INFO] - Processing female-4-sport_28.png...

[2022-12-31 21:54:08,247][__main__][INFO] - Processing female-1-casual_24.png...

[2022-12-31 21:54:08,317][__main__][INFO] - Processing female-3-sport_4.png...

[2022-12-31 21:54:08,389][__main__][INFO] - Processing female-1-casual_6.png...

[2022-12-31 21:54:08,465][__main__][INFO] - Processing female-1-casual_18.png...

[2022-12-31 21:54:08,531][__main__][INFO] - Processing female-3-casual_0.png...

[2022-12-31 21:54:08,605][__main__][INFO] - Processing female-4-casual_16.png...

[2022-12-31 21:54:08,674][__main__][INFO] - Processing female-3-sport_28.png...

[2022-12-31 21:54:08,742][__main__][INFO] - Processing female-4-sport_32.png...

[2022-12-31 21:54:08,813][__main__][INFO] - Processing female-4-casual_24.png...

[2022-12-31 21:54:08,883][__main__][INFO] - Processing female-3-casual_2.png...

[2022-12-31 21:54:08,949][__main__][INFO] - Processing female-4-sport_22.png...

[2022-12-31 21:54:09,016][__main__][INFO] - Processing female-3-casual_46.png...

[2022-12-31 21:54:09,084][__main__][INFO] - Processing female-3-casual_32.png...

[2022-12-31 21:54:09,155][__main__][INFO] - Processing female-3-sport_32.png...

[2022-12-31 21:54:09,242][__main__][INFO] - Processing female-3-casual_6.png...

[2022-12-31 21:54:09,309][__main__][INFO] - Processing female-4-casual_18.png...

[2022-12-31 21:54:09,378][__main__][INFO] - Processing female-4-sport_6.png...

[2022-12-31 21:54:09,449][__main__][INFO] - Processing female-3-sport_20.png...

[2022-12-31 21:54:09,522][__main__][INFO] - Processing female-1-casual_42.png...

[2022-12-31 21:54:09,595][__main__][INFO] - Processing female-1-casual_22.png...

[2022-12-31 21:54:09,670][__main__][INFO] - Processing female-4-casual_40.png...

[2022-12-31 21:54:09,739][__main__][INFO] - Processing female-4-sport_40.png...

[2022-12-31 21:54:09,811][__main__][INFO] - Processing female-3-sport_42.png...

[2022-12-31 21:54:09,886][__main__][INFO] - Processing female-3-sport_0.png...

[2022-12-31 21:54:09,954][__main__][INFO] - Processing female-1-casual_38.png...

[2022-12-31 21:54:10,021][__main__][INFO] - Processing female-3-sport_14.png...

[2022-12-31 21:54:10,087][__main__][INFO] - Processing female-1-casual_36.png...

[2022-12-31 21:54:10,163][__main__][INFO] - Processing female-3-casual_22.png...

[2022-12-31 21:54:10,231][__main__][INFO] - Processing female-4-sport_14.png...

[2022-12-31 21:54:10,301][__main__][INFO] - Processing female-1-casual_20.png...

[2022-12-31 21:54:10,371][__main__][INFO] - Processing female-1-casual_40.png...

[2022-12-31 21:54:10,435][__main__][INFO] - Processing female-4-sport_12.png...

[2022-12-31 21:54:10,503][__main__][INFO] - Processing female-4-casual_0.png...

[2022-12-31 21:54:10,569][__main__][INFO] - Processing female-4-sport_8.png...

[2022-12-31 21:54:10,633][__main__][INFO] - Processing female-4-sport_16.png...

[2022-12-31 21:54:10,702][__main__][INFO] - Processing female-3-casual_26.png...

[2022-12-31 21:54:10,771][__main__][INFO] - Processing female-4-sport_2.png...

[2022-12-31 21:54:10,837][__main__][INFO] - Processing female-4-casual_20.png...

[2022-12-31 21:54:10,910][__main__][INFO] - Processing female-3-casual_48.png...

[2022-12-31 21:54:10,993][__main__][INFO] - Processing female-3-sport_2.png...

[2022-12-31 21:54:11,089][__main__][INFO] - Processing female-4-casual_8.png...

[2022-12-31 21:54:11,161][__main__][INFO] - Processing female-3-sport_38.png...

[2022-12-31 21:54:11,236][__main__][INFO] - Processing female-4-sport_0.png...

[2022-12-31 21:54:11,307][__main__][INFO] - Processing female-3-sport_18.png...

[2022-12-31 21:54:11,376][__main__][INFO] - Processing female-3-casual_4.png...

[2022-12-31 21:54:11,472][__main__][INFO] - Processing female-3-sport_24.png...

[2022-12-31 21:54:11,559][__main__][INFO] - Processing female-3-casual_18.png...

[2022-12-31 21:54:11,632][__main__][INFO] - Processing female-1-casual_30.png...

[2022-12-31 21:54:11,720][__main__][INFO] - Processing female-1-casual_48.png...

[2022-12-31 21:54:11,822][__main__][INFO] - Processing female-4-casual_2.png...

[2022-12-31 21:54:11,887][__main__][INFO] - Processing female-3-sport_46.png...

[2022-12-31 21:54:11,960][__main__][INFO] - Processing female-3-casual_38.png...

[2022-12-31 21:54:12,038][__main__][INFO] - Processing female-3-casual_30.png...

[2022-12-31 21:54:12,111][__main__][INFO] - Processing female-3-sport_10.png...

[2022-12-31 21:54:12,196][__main__][INFO] - Processing female-4-casual_22.png...

[2022-12-31 21:54:12,289][__main__][INFO] - Processing female-3-casual_12.png...

[2022-12-31 21:54:12,362][__main__][INFO] - Processing female-4-sport_48.png...

[2022-12-31 21:54:12,439][__main__][INFO] - Processing female-3-sport_36.png...

[2022-12-31 21:54:12,522][__main__][INFO] - Processing female-3-casual_16.png...

[2022-12-31 21:54:12,594][__main__][INFO] - Processing female-4-sport_4.png...

[2022-12-31 21:54:12,665][__main__][INFO] - Processing female-1-casual_46.png...

[2022-12-31 21:54:12,738][__main__][INFO] - Processing female-3-sport_44.png...

[2022-12-31 21:54:12,814][__main__][INFO] - Processing female-4-casual_36.png...

[2022-12-31 21:54:12,895][__main__][INFO] - Processing female-4-casual_32.png...

[2022-12-31 21:54:12,960][__main__][INFO] - Processing female-3-casual_34.png...

[2022-12-31 21:54:13,029][__main__][INFO] - Processing female-4-sport_18.png...

[2022-12-31 21:54:13,103][__main__][INFO] - Processing female-3-casual_42.png...

[2022-12-31 21:54:13,177][__main__][INFO] - Processing female-3-sport_16.png...

[2022-12-31 21:54:13,247][__main__][INFO] - Processing female-4-casual_44.png...

[2022-12-31 21:54:13,329][__main__][INFO] - Processing female-3-casual_14.png...

